left,right,left_selected,right_selected,right_rew_dbl,left_rew_dbl,stim1,stim2,trigger_integer,block,trial_n,trial_id,right_rew,left_rew,typeOfChoice,correct,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_10.started,text_10.stopped,image_9.started,image_9.stopped,image_10.started,image_10.stopped,image_11.started,image_11.stopped,image_12.started,image_12.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,text.started,text.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,green_frame.started,green_frame.stopped,cross_fixation.started,cross_fixation.stopped,key_resp.keys,key_resp.started,key_resp.stopped,cross_stim2.started,cross_stim2.stopped,symbol_left.started,symbol_left.stopped,symbol_right.started,symbol_right.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,cross_sel.started,cross_sel.stopped,s_left_3.started,s_left_3.stopped,s_right_3.started,s_right_3.stopped,s_if_left_3.started,s_if_left_3.stopped,s_if_right_3.started,s_if_right_3.stopped,cross_feed.started,cross_feed.stopped,s_left.started,s_left.stopped,s_right.started,s_right.stopped,s_if_left.started,s_if_left.stopped,s_if_right.started,s_if_right.stopped,text_2.started,text_2.stopped,text_5.started,text_5.stopped,cross_slow.started,cross_slow.stopped,s_left_2.started,s_left_2.stopped,s_right_2.started,s_right_2.stopped,text_3.started,text_3.stopped,text_6.started,text_6.stopped,key_resp_3.rt,key_resp_2.rt,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
b_4.png,g_4.png,b_4_d.png,g_4_d.png,33,26,3,1,31,4,11,551,3 3,2 6,2,1.0,0,10,10,10,None,None,None,None,None,None,None,None,None,None,None,,None,None,62.673928042000625,None,62.673928042000625,None,62.673928042000625,None,62.673928042000625,None,62.673928042000625,None,right,62.673928042000625,None,62.673928042000625,None,73.44111704200259,None,None,73.44111704200259,None,73.79195929200068,None,73.79195929200068,None,73.79195929200068,None,left,73.79195929200068,None,74.61583162500028,None,74.61583162500028,None,74.61583162500028,None,74.61583162500028,None,74.61583162500028,None,75.18030829200143,None,75.18030829200143,None,75.18030829200143,None,75.18030829200143,None,75.18030829200143,None,75.18030829200143,None,75.18030829200143,None,None,None,None,None,None,None,None,None,None,None,0.6756685000000289,10.758698457997525,,,001,2023-04-09_16h24.33.518,untitled,2021.2.3,None,
y_4.png,p_4.png,y_4_d.png,p_4_d.png,55,32,4,2,42,4,12,552,5 5,3 2,5,1.0,0,11,11,11,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,76.11453125000116,None,None,76.11453125000116,None,76.47136675000002,None,76.47136675000002,None,76.47136675000002,None,right,76.47136675000002,None,76.61451879200104,None,76.61451879200104,None,76.61451879200104,None,76.61451879200104,None,76.61451879200104,None,77.12974995900004,None,77.12974995900004,None,77.12974995900004,None,77.12974995900004,None,77.12974995900004,None,77.12974995900004,None,77.12974995900004,None,None,None,None,None,None,None,None,None,None,None,0.0044931659977009986,,,,001,2023-04-09_16h24.33.518,untitled,2021.2.3,None,
p_4.png,y_4.png,p_4_d.png,y_4_d.png,35,59,2,4,24,4,13,553,3 5,5 9,5,0.0,0,12,12,12,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,78.06416050000189,None,None,78.06416050000189,None,78.37606262500049,None,78.37606262500049,None,78.37606262500049,None,left,78.37606262500049,None,78.72356683399994,None,78.72356683399994,None,78.72356683399994,None,78.72356683399994,None,78.72356683399994,None,79.27171020900278,None,79.27171020900278,None,79.27171020900278,None,79.27171020900278,None,79.27171020900278,None,79.27171020900278,None,79.27171020900278,None,None,None,None,None,None,None,None,None,None,None,0.2095462920005957,,,,001,2023-04-09_16h24.33.518,untitled,2021.2.3,None,
g_4.png,b_4.png,g_4_d.png,b_4_d.png,31,71,1,3,13,4,14,554,3 1,7 1,2,0.0,0,13,13,13,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,80.19861508400209,None,None,80.19861508400209,None,80.54248125000231,None,80.54248125000231,None,80.54248125000231,None,left,80.54248125000231,None,80.89034579200234,None,80.89034579200234,None,80.89034579200234,None,80.89034579200234,None,80.89034579200234,None,81.47470491700005,None,81.47470491700005,None,81.47470491700005,None,81.47470491700005,None,81.47470491700005,None,81.47470491700005,None,81.47470491700005,None,None,None,None,None,None,None,None,None,None,None,0.20300437500191038,,,,001,2023-04-09_16h24.33.518,untitled,2021.2.3,None,
b_4.png,p_4.png,b_4_d.png,p_4_d.png,64,22,3,2,32,4,15,555,6 4,2 2,4,1.0,0,14,14,14,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,82.40924625000116,None,None,82.40924625000116,None,82.76676912500261,None,82.76676912500261,None,82.76676912500261,None,left,82.76676912500261,None,83.10807466700135,None,83.10807466700135,None,83.10807466700135,None,83.10807466700135,None,83.10807466700135,None,83.61142825000206,None,83.61142825000206,None,83.61142825000206,None,83.61142825000206,None,83.61142825000206,None,83.61142825000206,None,83.61142825000206,None,None,None,None,None,None,None,None,None,None,None,0.20513404200028162,,,,001,2023-04-09_16h24.33.518,untitled,2021.2.3,None,
g_4.png,b_4.png,g_4_d.png,b_4_d.png,60,40,1,3,13,4,16,556,6 0,4 0,2,0.0,0,15,15,15,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,84.54349312500199,None,right,84.54349312500199,None,84.59739225000158,None,84.59739225000158,None,84.59739225000158,None,right,84.59739225000158,None,85.44806916700327,None,85.44806916700327,None,85.44806916700327,None,85.44806916700327,None,85.44806916700327,None,85.95902125000066,None,85.95902125000066,None,85.95902125000066,None,85.95902125000066,None,85.95902125000066,None,85.95902125000066,None,85.95902125000066,None,None,None,None,None,None,None,None,None,None,None,0.7152583749993937,,0.0036886660018353723,,001,2023-04-09_16h24.33.518,untitled,2021.2.3,None,
p_4.png,b_4.png,p_4_d.png,b_4_d.png,56,58,2,3,23,4,17,557,5 6,5 8,4,0.0,0,16,16,16,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,86.89180987500004,None,None,86.89180987500004,None,87.2704035420029,None,87.2704035420029,None,87.2704035420029,None,left,87.2704035420029,None,87.68213758400088,None,87.68213758400088,None,87.68213758400088,None,87.68213758400088,None,87.68213758400088,None,88.19031016700319,None,88.19031016700319,None,88.19031016700319,None,88.19031016700319,None,88.19031016700319,None,88.19031016700319,None,88.19031016700319,None,None,None,None,None,None,None,None,None,88.9367258750026,None,0.26906558300106553,,,,001,2023-04-09_16h24.33.518,untitled,2021.2.3,None,
b_4.png,y_4.png,b_4_d.png,y_4_d.png,45,68,3,4,34,4,18,558,4 5,6 8,6,None,0,17,17,17,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,94.11414595899987,None,None,94.11414595899987,None,94.46333241700268,None,94.46333241700268,None,94.46333241700268,None,None,94.46333241700268,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,95.851044250001,None,95.851044250001,None,95.851044250001,None,95.851044250001,None,96.66362116700111,None,,,,,001,2023-04-09_16h24.33.518,untitled,2021.2.3,None,
p_4.png,b_4.png,p_4_d.png,b_4_d.png,17,64,2,3,23,4,19,559,1 7,6 4,4,0.0,0,18,18,18,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,101.83715200000006,None,None,101.83715200000006,None,102.1899824170032,None,102.1899824170032,None,102.1899824170032,None,None,102.1899824170032,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,103.48106708400155,None,103.48106708400155,None,103.48106708400155,None,103.48106708400155,None,104.27690316700318,None,,,,,001,2023-04-09_16h24.33.518,untitled,2021.2.3,None,
y_4.png,b_4.png,y_4_d.png,b_4_d.png,38,33,4,3,43,4,20,560,3 8,3 3,6,None,0,19,19,19,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,109.45280995900248,None,None,109.45280995900248,None,109.77514495900323,None,109.77514495900323,None,109.77514495900323,None,None,109.77514495900323,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,111.13637266700243,None,111.13637266700243,None,111.13637266700243,None,111.13637266700243,None,111.93409566700211,None,,,,,001,2023-04-09_16h24.33.518,untitled,2021.2.3,None,
y_4.png,g_4.png,y_4_d.png,g_4_d.png,66,34,4,1,41,4,21,561,6 6,3 4,3,1.0,0,20,20,20,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,117.11544095900172,None,None,117.11544095900172,None,117.46958845900008,None,117.46958845900008,None,117.46958845900008,None,right,117.46958845900008,None,118.00518883400218,None,118.00518883400218,None,118.00518883400218,None,118.00518883400218,None,118.00518883400218,None,118.53686675000063,None,118.53686675000063,None,118.53686675000063,None,118.53686675000063,None,118.53686675000063,None,118.53686675000063,None,118.53686675000063,None,None,None,None,None,None,None,None,None,119.29544587500277,None,0.40120562499942025,,,,001,2023-04-09_16h24.33.518,untitled,2021.2.3,None,
y_4.png,g_4.png,y_4_d.png,g_4_d.png,65,34,4,1,41,4,22,562,6 5,3 4,3,1.0,0,21,21,21,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,124.4899134590014,None,None,124.4899134590014,None,124.81544125000073,None,124.81544125000073,None,124.81544125000073,None,left,124.81544125000073,None,125.30341341700114,None,125.30341341700114,None,125.30341341700114,None,125.30341341700114,None,125.30341341700114,None,125.87013237500287,None,125.87013237500287,None,125.87013237500287,None,125.87013237500287,None,125.87013237500287,None,125.87013237500287,None,125.87013237500287,None,None,None,None,None,None,None,None,None,126.61481737500071,None,0.34564695799781475,,,,001,2023-04-09_16h24.33.518,untitled,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
